unix,date,symbol,open,high,low,close,volume
1695427200000,09-23-2023,BTCUSDT,26580.14000000,26632.81000000,26509.00000000,26575.96000000,9440.70260000
1695340800000,09-22-2023,BTCUSDT,26568.08000000,26743.38000000,26468.77000000,26580.14000000,18198.22920000
1695254400000,09-21-2023,BTCUSDT,27125.01000000,27159.60000000,26377.70000000,26568.08000000,34476.82662000
1695168000000,09-20-2023,BTCUSDT,27210.25000000,27388.63000000,26800.00000000,27125.00000000,34207.21867000
1695081600000,09-19-2023,BTCUSDT,26762.50000000,27483.57000000,26667.79000000,27210.26000000,36190.52187000
1694995200000,09-18-2023,BTCUSDT,26527.50000000,27409.00000000,26377.35000000,26762.51000000,43000.43256000
1694908800000,09-17-2023,BTCUSDT,26559.67000000,26623.25000000,26399.00000000,26527.51000000,12998.10277000
1694822400000,09-16-2023,BTCUSDT,26599.99000000,26777.00000000,26445.00000000,26559.67000000,13960.93351000
1694736000000,09-15-2023,BTCUSDT,26522.73000000,26888.00000000,26224.00000000,26600.00000000,26227.29369000
1694649600000,09-14-2023,BTCUSDT,26222.00000000,26860.49000000,26126.77000000,26522.73000000,38333.17250000
1694563200000,09-13-2023,BTCUSDT,25840.10000000,26405.22000000,25764.17000000,26222.00000000,31610.82753000
1694476800000,09-12-2023,BTCUSDT,25162.53000000,26567.00000000,25131.48000000,25840.10000000,56434.38537000
1694390400000,09-11-2023,BTCUSDT,25841.60000000,25900.69000000,24901.00000000,25162.52000000,41682.32000000
1694304000000,09-10-2023,BTCUSDT,25901.60000000,26033.66000000,25570.57000000,25841.61000000,18738.26914000
1694217600000,09-09-2023,BTCUSDT,25910.50000000,25945.09000000,25796.64000000,25901.61000000,10980.62277000
1694131200000,09-08-2023,BTCUSDT,26255.00000000,26445.50000000,25647.26000000,25910.50000000,28999.76471000
1694044800000,09-07-2023,BTCUSDT,25759.95000000,26443.14000000,25615.38000000,26255.00000000,27687.49567000
1693958400000,09-06-2023,BTCUSDT,25792.11000000,26040.00000000,25372.51000000,25759.95000000,27262.52386000
1693872000000,09-05-2023,BTCUSDT,25826.03000000,25915.49000000,25562.62000000,25792.10000000,21323.39337000
1693785600000,09-04-2023,BTCUSDT,25971.21000000,26108.02000000,25631.21000000,25826.02000000,21777.59609000
1693699200000,09-03-2023,BTCUSDT,25869.52000000,26135.00000000,25800.00000000,25971.21000000,17474.47667000
1693612800000,09-02-2023,BTCUSDT,25805.04000000,25987.50000000,25752.47000000,25869.51000000,16250.77698000
1693526400000,09-01-2023,BTCUSDT,25940.77000000,26156.00000000,25333.75000000,25805.05000000,41032.15056000
1693440000000,08-31-2023,BTCUSDT,27299.99000000,27587.51000000,25655.01000000,25940.78000000,51032.80401000
1693353600000,08-30-2023,BTCUSDT,27716.34000000,27768.57000000,27017.24000000,27299.99000000,35448.25848000
1693267200000,08-29-2023,BTCUSDT,26120.00000000,28142.85000000,25922.00000000,27716.34000000,74251.99488000
1693180800000,08-28-2023,BTCUSDT,26101.78000000,26253.99000000,25864.50000000,26120.00000000,22692.62655000
1693094400000,08-27-2023,BTCUSDT,26017.38000000,26182.23000000,25966.11000000,26101.77000000,12099.64216000
1693008000000,08-26-2023,BTCUSDT,26060.00000000,26125.77000000,25985.92000000,26017.37000000,10022.22322000
1692921600000,08-25-2023,BTCUSDT,26180.05000000,26314.05000000,25777.15000000,26060.01000000,27753.33772000
1692835200000,08-24-2023,BTCUSDT,26432.71000000,26577.87000000,25864.00000000,26180.05000000,30205.22116000
1692748800000,08-23-2023,BTCUSDT,26055.99000000,26819.27000000,25812.82000000,26432.72000000,44023.69978000
1692662400000,08-22-2023,BTCUSDT,26126.92000000,26139.42000000,25300.00000000,26056.00000000,34247.06688000
1692576000000,08-21-2023,BTCUSDT,26190.00000000,26258.42000000,25812.00000000,26126.92000000,30267.24233000
1692489600000,08-20-2023,BTCUSDT,26100.01000000,26299.00000000,25971.05000000,26189.99000000,19056.91209000
1692403200000,08-19-2023,BTCUSDT,26054.00000000,26281.00000000,25801.09000000,26100.01000000,26160.75343000
1692316800000,08-18-2023,BTCUSDT,26623.41000000,26832.60000000,25619.00000000,26054.00000000,69790.65711000
1692230400000,08-17-2023,BTCUSDT,28730.51000000,28783.48000000,25166.00000000,26623.41000000,100271.54033000
1692144000000,08-16-2023,BTCUSDT,29200.01000000,29259.85000000,28723.08000000,28730.51000000,32996.69854000
1692057600000,08-15-2023,BTCUSDT,29430.92000000,29499.26000000,29059.60000000,29200.00000000,27503.87691000
1691971200000,08-14-2023,BTCUSDT,29303.85000000,29695.32000000,29102.45000000,29430.93000000,31443.11532000
1691884800000,08-13-2023,BTCUSDT,29430.18000000,29474.65000000,29272.32000000,29303.84000000,11101.70947000
1691798400000,08-12-2023,BTCUSDT,29426.02000000,29481.35000000,29381.56000000,29430.17000000,8971.48068000
1691712000000,08-11-2023,BTCUSDT,29455.76000000,29564.52000000,29252.45000000,29426.03000000,20637.04430000
1691625600000,08-10-2023,BTCUSDT,29581.99000000,29738.00000000,29320.20000000,29455.75000000,23463.45373000
1691539200000,08-09-2023,BTCUSDT,29770.41000000,30160.00000000,29376.67000000,29581.99000000,38003.88725000
1691452800000,08-08-2023,BTCUSDT,29211.06000000,30244.00000000,29146.45000000,29770.42000000,45700.53392000
1691366400000,08-07-2023,BTCUSDT,29088.43000000,29276.78000000,28701.03000000,29211.06000000,30966.87746000
1691280000000,08-06-2023,BTCUSDT,29072.13000000,29205.09000000,28991.88000000,29088.42000000,13178.19720000
1691193600000,08-05-2023,BTCUSDT,29114.00000000,29152.23000000,28978.64000000,29072.13000000,11645.52018000
1691107200000,08-04-2023,BTCUSDT,29193.65000000,29333.08000000,28807.54000000,29113.99000000,23551.95217000
1691020800000,08-03-2023,BTCUSDT,29186.00000000,29433.33000000,28968.00000000,29193.64000000,26476.91994000
1690934400000,08-02-2023,BTCUSDT,29705.99000000,30047.50000000,28927.50000000,29186.01000000,48181.65141000
1690848000000,08-01-2023,BTCUSDT,29232.26000000,29739.25000000,28585.70000000,29705.99000000,44719.65162000
1690761600000,07-31-2023,BTCUSDT,29281.09000000,29530.00000000,29101.80000000,29232.25000000,22605.48964000
1690675200000,07-30-2023,BTCUSDT,29352.90000000,29449.00000000,29033.24000000,29281.09000000,15706.97441000
1690588800000,07-29-2023,BTCUSDT,29314.14000000,29406.92000000,29256.18000000,29352.90000000,10851.36844000
1690502400000,07-28-2023,BTCUSDT,29222.78000000,29542.22000000,29123.12000000,29314.14000000,23993.61627000
1690416000000,07-27-2023,BTCUSDT,29351.95000000,29567.49000000,29083.85000000,29222.78000000,22476.47626000
1690329600000,07-26-2023,BTCUSDT,29228.91000000,29690.00000000,29096.94000000,29351.96000000,33931.63366000
1690243200000,07-25-2023,BTCUSDT,29176.50000000,29376.00000000,29047.65000000,29228.91000000,21565.74780000
1690156800000,07-24-2023,BTCUSDT,30083.75000000,30099.58000000,28861.90000000,29176.50000000,39628.99691000
1690070400000,07-23-2023,BTCUSDT,29793.99000000,30350.00000000,29730.00000000,30083.75000000,18292.78637000
1689984000000,07-22-2023,BTCUSDT,29901.72000000,29999.00000000,29625.10000000,29794.00000000,14660.40467000
1689897600000,07-21-2023,BTCUSDT,29800.00000000,30061.70000000,29726.34000000,29901.72000000,23881.40865000
1689811200000,07-20-2023,BTCUSDT,29909.21000000,30417.46000000,29570.96000000,29800.00000000,37540.68193000
1689724800000,07-19-2023,BTCUSDT,29859.14000000,30189.09000000,29761.96000000,29909.21000000,25657.36137000
1689638400000,07-18-2023,BTCUSDT,30138.01000000,30239.78000000,29512.00000000,29859.13000000,30003.86010000
1689552000000,07-17-2023,BTCUSDT,30232.00000000,30336.96000000,29659.20000000,30138.00000000,30882.76839000
1689465600000,07-16-2023,BTCUSDT,30289.52000000,30441.46000000,30064.29000000,30231.99000000,15760.12810000
1689379200000,07-15-2023,BTCUSDT,30312.00000000,30390.90000000,30200.00000000,30289.52000000,14118.55329000
1689292800000,07-14-2023,BTCUSDT,31454.23000000,31630.00000000,29900.00000000,30312.01000000,60749.48424000
1689206400000,07-13-2023,BTCUSDT,30380.00000000,31804.20000000,30251.00000000,31454.23000000,70772.51836000
1689120000000,07-12-2023,BTCUSDT,30622.10000000,30983.25000000,30210.00000000,30380.00000000,38108.99669000
1689033600000,07-11-2023,BTCUSDT,30411.57000000,30813.63000000,30300.00000000,30622.10000000,28476.83311000
1688947200000,07-10-2023,BTCUSDT,30160.71000000,31045.78000000,29950.00000000,30411.57000000,41262.87652000
1688860800000,07-09-2023,BTCUSDT,30284.63000000,30445.52000000,30061.12000000,30160.71000000,15388.50196000
1688774400000,07-08-2023,BTCUSDT,30344.70000000,30386.81000000,30044.47000000,30284.63000000,13094.59042000
1688688000000,07-07-2023,BTCUSDT,29895.42000000,30449.00000000,29701.02000000,30344.70000000,34070.53895000
1688601600000,07-06-2023,BTCUSDT,30504.80000000,31500.00000000,29850.45000000,29895.43000000,71319.62610000
1688515200000,07-05-2023,BTCUSDT,30766.52000000,30878.07000000,30200.00000000,30504.81000000,33215.67122000
1688428800000,07-04-2023,BTCUSDT,31156.20000000,31350.69000000,30620.00000000,30766.51000000,33206.11943000
1688342400000,07-03-2023,BTCUSDT,30617.02000000,31380.00000000,30570.27000000,31156.20000000,43761.64311000
1688256000000,07-02-2023,BTCUSDT,30585.90000000,30791.00000000,30155.00000000,30617.03000000,23286.41019000
1688169600000,07-01-2023,BTCUSDT,30471.99000000,30661.60000000,30320.57000000,30585.90000000,17501.75075000
1688083200000,06-30-2023,BTCUSDT,30447.31000000,31282.00000000,29500.00000000,30472.00000000,89419.07618000
1687996800000,06-29-2023,BTCUSDT,30077.40000000,30843.98000000,30049.98000000,30447.31000000,36330.62903000
1687910400000,06-28-2023,BTCUSDT,30692.44000000,30709.74000000,29858.80000000,30077.41000000,40463.51937000
1687824000000,06-27-2023,BTCUSDT,30267.99000000,30994.97000000,30226.17000000,30692.44000000,42699.64157000
1687737600000,06-26-2023,BTCUSDT,30462.67000000,30666.00000000,29930.00000000,30267.99000000,45180.41489000
1687651200000,06-25-2023,BTCUSDT,30527.44000000,31046.01000000,30277.49000000,30462.66000000,30223.44801000
1687564800000,06-24-2023,BTCUSDT,30688.51000000,30800.00000000,30250.00000000,30527.43000000,30513.30135000
1687478400000,06-23-2023,BTCUSDT,29884.92000000,31431.94000000,29800.00000000,30688.50000000,73931.89635000
1687392000000,06-22-2023,BTCUSDT,29993.89000000,30500.00000000,29525.61000000,29884.92000000,59054.56460000
1687305600000,06-21-2023,BTCUSDT,28308.00000000,30800.00000000,28257.99000000,29993.89000000,108926.40412000
1687219200000,06-20-2023,BTCUSDT,26844.35000000,28402.74000000,26652.00000000,28307.99000000,69666.95525000
1687132800000,06-19-2023,BTCUSDT,26339.98000000,27068.09000000,26256.61000000,26844.35000000,35872.65974000
1687046400000,06-18-2023,BTCUSDT,26516.99000000,26700.00000000,26255.85000000,26339.97000000,21538.31022000
1686960000000,06-17-2023,BTCUSDT,26345.01000000,26839.99000000,26181.00000000,26516.99000000,27842.21950000
1686873600000,06-16-2023,BTCUSDT,25598.49000000,26518.00000000,25175.56000000,26345.00000000,51596.91662000
1686787200000,06-15-2023,BTCUSDT,25128.60000000,25759.01000000,24800.00000000,25598.49000000,48664.86063000
1686700800000,06-14-2023,BTCUSDT,25934.24000000,26098.00000000,24820.56000000,25128.60000000,45077.31608000
1686614400000,06-13-2023,BTCUSDT,25905.20000000,26433.21000000,25712.57000000,25934.25000000,41065.60853000
1686528000000,06-12-2023,BTCUSDT,25925.54000000,26106.48000000,25602.11000000,25905.19000000,29900.50893000
1686441600000,06-11-2023,BTCUSDT,25841.22000000,26206.88000000,25634.70000000,25925.55000000,30014.29595000
1686355200000,06-10-2023,BTCUSDT,26477.80000000,26533.87000000,25358.00000000,25841.21000000,64944.60108000
1686268800000,06-09-2023,BTCUSDT,26498.62000000,26783.33000000,26269.91000000,26477.81000000,27934.70970000
1686182400000,06-08-2023,BTCUSDT,26339.34000000,26810.00000000,26210.00000000,26498.61000000,31075.51083000
1686096000000,06-07-2023,BTCUSDT,27230.07000000,27391.77000000,26125.01000000,26339.34000000,59619.44364000
1686009600000,06-06-2023,BTCUSDT,25728.20000000,27355.33000000,25351.02000000,27230.08000000,68392.60438000
1685923200000,06-05-2023,BTCUSDT,27115.20000000,27129.33000000,25388.00000000,25728.20000000,65805.60305000
1685836800000,06-04-2023,BTCUSDT,27069.22000000,27455.02000000,26951.00000000,27115.21000000,19258.41049000
1685750400000,06-03-2023,BTCUSDT,27242.59000000,27333.29000000,26914.93000000,27069.22000000,16595.34117000
1685664000000,06-02-2023,BTCUSDT,26817.93000000,27300.00000000,26505.00000000,27242.59000000,36380.90269000
1685577600000,06-01-2023,BTCUSDT,27210.36000000,27350.00000000,26605.05000000,26817.93000000,39217.80880000
1685491200000,05-31-2023,BTCUSDT,27694.39000000,27835.51000000,26839.01000000,27210.35000000,46588.80573000
1685404800000,05-30-2023,BTCUSDT,27736.39000000,28038.59000000,27554.00000000,27694.40000000,32686.75371000
1685318400000,05-29-2023,BTCUSDT,28065.01000000,28447.14000000,27524.60000000,27736.40000000,42385.41945000
1685232000000,05-28-2023,BTCUSDT,26854.28000000,28261.32000000,26764.36000000,28065.00000000,43916.00855000
1685145600000,05-27-2023,BTCUSDT,26705.93000000,26895.00000000,26551.00000000,26854.27000000,15095.68670000
1685059200000,05-26-2023,BTCUSDT,26473.80000000,26932.16000000,26327.24000000,26705.92000000,35061.18713000
1684972800000,05-25-2023,BTCUSDT,26329.00000000,26631.98000000,25871.89000000,26473.79000000,37435.44895000
1684886400000,05-24-2023,BTCUSDT,27219.61000000,27219.61000000,26080.50000000,26329.01000000,54393.06570000
1684800000000,05-23-2023,BTCUSDT,26849.28000000,27495.83000000,26798.11000000,27219.61000000,38700.83858000
1684713600000,05-22-2023,BTCUSDT,26747.78000000,27099.89000000,26538.21000000,26849.27000000,26458.83828000
1684627200000,05-21-2023,BTCUSDT,27102.42000000,27277.55000000,26666.03000000,26747.78000000,21347.87279000
1684540800000,05-20-2023,BTCUSDT,26880.26000000,27150.00000000,26825.11000000,27102.43000000,14434.54718000
1684454400000,05-19-2023,BTCUSDT,26821.28000000,27183.60000000,26630.00000000,26880.26000000,28754.13544000
1684368000000,05-18-2023,BTCUSDT,27405.62000000,27485.33000000,26361.20000000,26821.28000000,49198.65143000
1684281600000,05-17-2023,BTCUSDT,27033.85000000,27500.00000000,26544.71000000,27405.61000000,42958.97785000
1684195200000,05-16-2023,BTCUSDT,27162.15000000,27296.89000000,26852.11000000,27033.84000000,33270.45451000
1684108800000,05-15-2023,BTCUSDT,26917.61000000,27663.59000000,26726.00000000,27162.14000000,40430.08333000
1684022400000,05-14-2023,BTCUSDT,26775.27000000,27200.00000000,26560.53000000,26917.62000000,21594.80360000
1683936000000,05-13-2023,BTCUSDT,26795.01000000,27045.45000000,26692.03000000,26775.28000000,22814.90421000
1683849600000,05-12-2023,BTCUSDT,26968.61000000,27091.12000000,25811.46000000,26795.01000000,67207.93494000
1683763200000,05-11-2023,BTCUSDT,27598.74000000,27630.14000000,26702.05000000,26968.62000000,47635.31365000
1683676800000,05-10-2023,BTCUSDT,27628.28000000,28331.42000000,26777.00000000,27598.75000000,71155.11355000
1683590400000,05-09-2023,BTCUSDT,27668.80000000,27818.00000000,27353.00000000,27628.27000000,40113.31069000
1683504000000,05-08-2023,BTCUSDT,28430.09000000,28631.01000000,27262.00000000,27668.79000000,68244.36179000
1683417600000,05-07-2023,BTCUSDT,28848.19000000,29138.29000000,28395.23000000,28430.10000000,30003.41028000
1683331200000,05-06-2023,BTCUSDT,29505.60000000,29820.00000000,28300.00000000,28848.20000000,49249.28459000
1683244800000,05-05-2023,BTCUSDT,28838.16000000,29677.00000000,28800.00000000,29505.61000000,58415.83048000
1683158400000,05-04-2023,BTCUSDT,29026.16000000,29379.83000000,28663.64000000,28838.16000000,42575.47501000
1683072000000,05-03-2023,BTCUSDT,28669.85000000,29266.66000000,28113.69000000,29026.16000000,64615.79213000
1682985600000,05-02-2023,BTCUSDT,28068.26000000,28879.88000000,27872.00000000,28669.86000000,50824.52240000
1682899200000,05-01-2023,BTCUSDT,29233.20000000,29337.34000000,27666.95000000,28068.26000000,64433.65958000
1682812800000,04-30-2023,BTCUSDT,29230.45000000,29969.39000000,29079.59000000,29233.21000000,39752.53720000
1682726400000,04-29-2023,BTCUSDT,29311.69000000,29448.88000000,29031.00000000,29230.45000000,20466.83058000
1682640000000,04-28-2023,BTCUSDT,29472.77000000,29599.54000000,28891.00000000,29311.70000000,54298.16578000
1682553600000,04-27-2023,BTCUSDT,28415.29000000,29890.00000000,28378.86000000,29472.77000000,95430.82431000
1682467200000,04-26-2023,BTCUSDT,28300.80000000,30036.00000000,27235.00000000,28415.29000000,129228.40403000
1682380800000,04-25-2023,BTCUSDT,27510.93000000,28399.99000000,27192.00000000,28300.79000000,52325.14637000
1682294400000,04-24-2023,BTCUSDT,27590.59000000,28000.00000000,26942.82000000,27510.93000000,53111.56874000
1682208000000,04-23-2023,BTCUSDT,27816.85000000,27816.85000000,27311.25000000,27590.60000000,34812.09581000
1682121600000,04-22-2023,BTCUSDT,27262.84000000,27882.72000000,27140.35000000,27816.85000000,36023.69686000
1682035200000,04-21-2023,BTCUSDT,28243.65000000,28374.02000000,27125.00000000,27262.84000000,77684.76790000
1681948800000,04-20-2023,BTCUSDT,28797.10000000,29088.30000000,28010.00000000,28243.65000000,76879.09372000
1681862400000,04-19-2023,BTCUSDT,30380.01000000,30413.53000000,28520.00000000,28797.10000000,86575.48656000
1681776000000,04-18-2023,BTCUSDT,29430.27000000,30485.00000000,29096.78000000,30380.01000000,62004.89434000
1681689600000,04-17-2023,BTCUSDT,30304.66000000,30316.06000000,29240.65000000,29430.27000000,56441.81127000
1681603200000,04-16-2023,BTCUSDT,30295.10000000,30549.99000000,30120.00000000,30304.65000000,26431.99322000
1681516800000,04-15-2023,BTCUSDT,30466.93000000,30595.60000000,30202.00000000,30295.09000000,25429.81247000
1681430400000,04-14-2023,BTCUSDT,30373.84000000,31000.00000000,29966.00000000,30466.93000000,75984.19452000
1681344000000,04-13-2023,BTCUSDT,29888.07000000,30595.00000000,29854.59000000,30373.84000000,51934.11731000
1681257600000,04-12-2023,BTCUSDT,30200.43000000,30486.00000000,29637.40000000,29888.07000000,62049.48451000
1681171200000,04-11-2023,BTCUSDT,29637.35000000,30550.00000000,29590.00000000,30200.42000000,67990.07621000
1681084800000,04-10-2023,BTCUSDT,28323.76000000,29770.00000000,28170.00000000,29637.34000000,67754.06220000
1680998400000,04-09-2023,BTCUSDT,27938.38000000,28530.00000000,27800.00000000,28323.76000000,32531.16101000
1680912000000,04-08-2023,BTCUSDT,27906.34000000,28154.99000000,27859.02000000,27938.38000000,19479.96735000
1680825600000,04-07-2023,BTCUSDT,28033.83000000,28100.00000000,27766.94000000,27906.33000000,24762.09387000
1680739200000,04-06-2023,BTCUSDT,28170.01000000,28182.05000000,27711.00000000,28033.82000000,40118.94963000
1680652800000,04-05-2023,BTCUSDT,28165.47000000,28775.00000000,27805.10000000,28170.01000000,60737.64732000
1680566400000,04-04-2023,BTCUSDT,27800.00000000,28444.44000000,27662.79000000,28165.47000000,49722.55691000
1680480000000,04-03-2023,BTCUSDT,28171.87000000,28500.99000000,27200.24000000,27800.00000000,79180.01405000
1680393600000,04-02-2023,BTCUSDT,28452.74000000,28530.00000000,27856.43000000,28171.87000000,37365.65692000
1680307200000,04-01-2023,BTCUSDT,28465.36000000,28819.71000000,28220.27000000,28452.73000000,30238.44753000
1680220800000,03-31-2023,BTCUSDT,28028.53000000,28656.69000000,27511.71000000,28465.36000000,78198.12139000
1680134400000,03-30-2023,BTCUSDT,28348.60000000,29184.68000000,27686.00000000,28028.53000000,98865.43256000
1680048000000,03-29-2023,BTCUSDT,27261.06000000,28650.00000000,27240.10000000,28348.60000000,89486.16008000
1679961600000,03-28-2023,BTCUSDT,27124.90000000,27520.00000000,26631.78000000,27261.07000000,78602.44341000
1679875200000,03-27-2023,BTCUSDT,27968.05000000,28023.86000000,26508.14000000,27124.91000000,88039.46898000
1679788800000,03-26-2023,BTCUSDT,27462.96000000,28194.40000000,27417.76000000,27968.05000000,49671.70353000
1679702400000,03-25-2023,BTCUSDT,27454.46000000,27787.33000000,27156.09000000,27462.95000000,50844.08102000
1679616000000,03-24-2023,BTCUSDT,28295.42000000,28374.30000000,27000.00000000,27454.47000000,86242.06544000
1679529600000,03-23-2023,BTCUSDT,27250.97000000,28750.00000000,27105.00000000,28295.41000000,128649.60818000
1679443200000,03-22-2023,BTCUSDT,28107.81000000,28868.05000000,26601.80000000,27250.97000000,224113.41296000
1679356800000,03-21-2023,BTCUSDT,27717.01000000,28438.55000000,27303.10000000,28105.47000000,420929.74220000
1679270400000,03-20-2023,BTCUSDT,27972.87000000,28472.00000000,27124.47000000,27717.01000000,477378.23373000
1679184000000,03-19-2023,BTCUSDT,26907.49000000,28390.10000000,26827.22000000,27972.87000000,372066.99054000
1679097600000,03-18-2023,BTCUSDT,27395.13000000,27724.85000000,26578.00000000,26907.49000000,371238.97174000
1679011200000,03-17-2023,BTCUSDT,24998.78000000,27756.84000000,24890.00000000,27395.13000000,624460.68091000
1678924800000,03-16-2023,BTCUSDT,24285.66000000,25167.40000000,24123.00000000,24998.78000000,439421.32998000
1678838400000,03-15-2023,BTCUSDT,24670.41000000,25196.97000000,23896.95000000,24285.66000000,581450.72984000
1678752000000,03-14-2023,BTCUSDT,24112.27000000,26386.87000000,23976.42000000,24670.41000000,699360.93423000
1678665600000,03-13-2023,BTCUSDT,21998.05000000,24500.00000000,21813.88000000,24113.48000000,687889.31259000
1678579200000,03-12-2023,BTCUSDT,20455.73000000,22150.00000000,20270.60000000,21997.11000000,430944.94288000
1678492800000,03-11-2023,BTCUSDT,20150.69000000,20686.51000000,19765.03000000,20455.73000000,427831.82133000
1678406400000,03-10-2023,BTCUSDT,20362.21000000,20367.78000000,19549.09000000,20150.69000000,618456.46710000
1678320000000,03-09-2023,BTCUSDT,21704.37000000,21834.99000000,20042.72000000,20362.22000000,443658.28584000
1678233600000,03-08-2023,BTCUSDT,22198.56000000,22287.00000000,21580.00000000,21705.44000000,301460.57272000
1678147200000,03-07-2023,BTCUSDT,22409.41000000,22557.91000000,21927.00000000,22197.96000000,292519.80912000
1678060800000,03-06-2023,BTCUSDT,22430.24000000,22602.19000000,22258.00000000,22410.00000000,203751.82957000
1677974400000,03-05-2023,BTCUSDT,22346.57000000,22662.09000000,22189.22000000,22430.24000000,154841.75786000
1677888000000,03-04-2023,BTCUSDT,22354.34000000,22410.00000000,22157.08000000,22346.57000000,121257.38132000
1677801600000,03-03-2023,BTCUSDT,23465.32000000,23476.95000000,21971.13000000,22354.34000000,319954.19785000
1677715200000,03-02-2023,BTCUSDT,23629.76000000,23796.93000000,23195.90000000,23465.32000000,239315.45219000
1677628800000,03-01-2023,BTCUSDT,23141.57000000,24000.00000000,23020.03000000,23628.97000000,315287.41737000
1677542400000,02-28-2023,BTCUSDT,23492.09000000,23600.00000000,23020.97000000,23141.57000000,264140.99894000
1677456000000,02-27-2023,BTCUSDT,23554.85000000,23897.99000000,23106.77000000,23492.09000000,283706.08590000
1677369600000,02-26-2023,BTCUSDT,23157.07000000,23689.99000000,23059.18000000,23554.85000000,202323.73623000
1677283200000,02-25-2023,BTCUSDT,23184.04000000,23219.13000000,22722.00000000,23157.07000000,191311.81010000
1677196800000,02-24-2023,BTCUSDT,23940.20000000,24132.35000000,22841.19000000,23185.29000000,343582.57453000
1677110400000,02-23-2023,BTCUSDT,24182.21000000,24599.59000000,23608.00000000,23940.20000000,398400.45437000
1677024000000,02-22-2023,BTCUSDT,24450.67000000,24476.05000000,23574.69000000,24182.21000000,379425.75365000
1676937600000,02-21-2023,BTCUSDT,24843.89000000,25250.00000000,24148.34000000,24452.16000000,376000.82868000
1676851200000,02-20-2023,BTCUSDT,24272.51000000,25121.23000000,23840.83000000,24842.20000000,346938.56997000
1676764800000,02-19-2023,BTCUSDT,24632.05000000,25192.00000000,24192.57000000,24271.76000000,300395.99542000
1676678400000,02-18-2023,BTCUSDT,24568.24000000,24877.00000000,24430.00000000,24631.95000000,216917.25213000
1676592000000,02-17-2023,BTCUSDT,23517.72000000,25021.11000000,23339.37000000,24569.97000000,496813.21376000
1676505600000,02-16-2023,BTCUSDT,24322.87000000,25250.00000000,23505.25000000,23517.72000000,450080.68366000
1676419200000,02-15-2023,BTCUSDT,22199.84000000,24380.00000000,22047.28000000,24324.05000000,375669.16111000
1676332800000,02-14-2023,BTCUSDT,21774.63000000,22319.08000000,21532.77000000,22199.84000000,361958.40109000
1676246400000,02-13-2023,BTCUSDT,21782.37000000,21894.99000000,21351.07000000,21773.97000000,295730.76791000
1676160000000,02-12-2023,BTCUSDT,21862.02000000,22090.00000000,21630.00000000,21783.54000000,204435.65163000
1676073600000,02-11-2023,BTCUSDT,21625.19000000,21906.32000000,21599.78000000,21862.55000000,177021.58433000
1675987200000,02-10-2023,BTCUSDT,21797.83000000,21938.16000000,21451.00000000,21625.19000000,338591.94247000
1675900800000,02-09-2023,BTCUSDT,22961.85000000,23011.39000000,21688.00000000,21796.35000000,402894.69550000
1675814400000,02-08-2023,BTCUSDT,23242.42000000,23452.00000000,22665.85000000,22963.00000000,280056.30717000
1675728000000,02-07-2023,BTCUSDT,22762.52000000,23350.25000000,22745.78000000,23240.46000000,308006.72482000
1675641600000,02-06-2023,BTCUSDT,22932.91000000,23158.25000000,22628.13000000,22762.52000000,265371.60690000
1675555200000,02-05-2023,BTCUSDT,23327.66000000,23433.33000000,22743.00000000,22932.91000000,209251.33917000
1675468800000,02-04-2023,BTCUSDT,23431.90000000,23587.78000000,23253.96000000,23326.84000000,166126.47295000
1675382400000,02-03-2023,BTCUSDT,23489.33000000,23715.70000000,23204.62000000,23431.90000000,332571.02904000
1675296000000,02-02-2023,BTCUSDT,23731.41000000,24255.00000000,23363.27000000,23488.94000000,364177.20751000
1675209600000,02-01-2023,BTCUSDT,23125.13000000,23812.66000000,22760.23000000,23732.66000000,310790.42271000
1675123200000,01-31-2023,BTCUSDT,22827.38000000,23320.00000000,22714.77000000,23125.13000000,264649.34909000
1675036800000,01-30-2023,BTCUSDT,23743.37000000,23800.51000000,22500.00000000,22826.15000000,302405.90121000
1674950400000,01-29-2023,BTCUSDT,23021.40000000,23960.54000000,22967.76000000,23742.30000000,295688.79204000
1674864000000,01-28-2023,BTCUSDT,23074.16000000,23189.00000000,22878.46000000,23022.60000000,148115.71085000
1674777600000,01-27-2023,BTCUSDT,23009.65000000,23500.00000000,22534.88000000,23074.16000000,280833.86315000
1674691200000,01-26-2023,BTCUSDT,23060.42000000,23282.47000000,22850.01000000,23009.65000000,288924.43581000
1674604800000,01-25-2023,BTCUSDT,22631.94000000,23816.73000000,22300.00000000,23060.94000000,346042.83223000
1674518400000,01-24-2023,BTCUSDT,22917.81000000,23162.20000000,22462.93000000,22632.89000000,293158.78254000
1674432000000,01-23-2023,BTCUSDT,22706.02000000,23180.00000000,22500.00000000,22916.45000000,293588.37938000
1674345600000,01-22-2023,BTCUSDT,22783.35000000,23078.71000000,22292.37000000,22707.88000000,253577.75286000
1674259200000,01-21-2023,BTCUSDT,22666.00000000,23371.80000000,22422.00000000,22783.55000000,346445.48432000
1674172800000,01-20-2023,BTCUSDT,21071.59000000,22755.93000000,20861.28000000,22667.21000000,338079.13659000
1674086400000,01-19-2023,BTCUSDT,20677.47000000,21192.00000000,20659.19000000,21071.59000000,251385.84925000
1674000000000,01-18-2023,BTCUSDT,21132.29000000,21650.00000000,20407.15000000,20677.47000000,350916.01949000
